"site","date","watershed","kingdom","phylum","class","order","family","genus","species","tot_read","Lowest_ID"
"PRM01",20220503,"PRF","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Tvetenia","Tvetenia paucunca",62,"Tvetenia paucunca"
"PRM01",20220503,"PRF","Eukaryota","Arthropoda","Insecta","Diptera","Simuliidae","Simulium",,30,"Simulium"
"PRM01",20220503,"PRF","Eukaryota","Arthropoda","Insecta","Ephemeroptera","Baetidae","Acentrella","Acentrella turbida",23,"Acentrella turbida"
"PRM01",20220503,"PRF","Eukaryota","Arthropoda","Insecta","Ephemeroptera","Heptageniidae","Epeorus",,31,"Epeorus"
"PRM01",20220503,"PRF","Eukaryota","Arthropoda","Insecta","Plecoptera","Leuctridae","Leuctra",,78,"Leuctra"
"PRM01",20220503,"PRF","Eukaryota","Arthropoda","Insecta","Plecoptera","Nemouridae","Amphinemura","Amphinemura delosa",14,"Amphinemura delosa"
"PRM01",20220503,"PRF","Eukaryota","Arthropoda","Insecta","Plecoptera","Perlodidae","Isoperla","Isoperla decepta",19,"Isoperla decepta"
"PRM01",20220503,"PRF","Eukaryota","Arthropoda","Insecta","Trichoptera","Hydropsychidae","Diplectrona","Diplectrona modesta",43,"Diplectrona modesta"
"PRM01",20220525,"PRF","Eukaryota","Annelida","Clitellata","Haplotaxida",,,,23,"Haplotaxida"
"PRM01",20220525,"PRF","Eukaryota","Arthropoda","Insecta","Diptera","Ceratopogonidae",,,86,"Ceratopogonidae"
"PRM01",20220525,"PRF","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Dicrotendipes",,49,"Dicrotendipes"
"PRM01",20220525,"PRF","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Parametriocnemus",,46,"Parametriocnemus"
"PRM01",20220525,"PRF","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Smittia",,25,"Smittia"
"PRM01",20220525,"PRF","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Tvetenia","Tvetenia paucunca",16,"Tvetenia paucunca"
"PRM01",20220525,"PRF","Eukaryota","Arthropoda","Insecta","Diptera","Dolichopodidae",,,9,"Dolichopodidae"
"PRM01",20220525,"PRF","Eukaryota","Arthropoda","Insecta","Diptera","Empididae","Roederiodes","Roederiodes sp. BOLD:ABA0444",26,"Roederiodes sp. BOLD:ABA0444"
"PRM01",20220525,"PRF","Eukaryota","Arthropoda","Insecta","Plecoptera","Leuctridae","Leuctra",,36,"Leuctra"
"PRM01",20220525,"PRF","Eukaryota","Arthropoda","Insecta","Plecoptera","Nemouridae","Amphinemura","Amphinemura delosa",42,"Amphinemura delosa"
"PRM01",20220525,"PRF","Eukaryota","Arthropoda","Insecta","Trichoptera","Glossosomatidae","Agapetus","Agapetus crasmus",18,"Agapetus crasmus"
"PRM01",20220525,"PRF","Eukaryota","Arthropoda","Insecta","Trichoptera","Hydropsychidae","Cheumatopsyche",,9,"Cheumatopsyche"
"PRM01",20220525,"PRF","Eukaryota","Arthropoda","Insecta","Trichoptera","Lepidostomatidae","Lepidostoma","Lepidostoma sp. BOLD:AAE3970",8,"Lepidostoma sp. BOLD:AAE3970"
"PRM01",20220525,"PRF","Eukaryota","Arthropoda","Malacostraca","Decapoda","Cambaridae",,,119,"Cambaridae"
"PRM01",20220615,"PRF","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Paratanytarsus","Paratanytarsus sp. 5TE",134,"Paratanytarsus sp. 5TE"
"PRM01",20220615,"PRF","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Stempellinella","Stempellinella fimbriata",540,"Stempellinella fimbriata"
"PRM01",20221220,"PRF","Eukaryota","Annelida","Clitellata","Crassiclitellata","Lumbricidae","Lumbricus",,126,"Lumbricus"
"PRM01",20221220,"PRF","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Eukiefferiella",,135,"Eukiefferiella"
"PRM01",20221220,"PRF","Eukaryota","Arthropoda","Insecta","Plecoptera","Capniidae","Allocapnia",,1313,"Allocapnia"
"PRM01",20221220,"PRF","Eukaryota","Arthropoda","Insecta","Plecoptera","Nemouridae","Amphinemura",,8,"Amphinemura"
"PRM01",20221220,"PRF","Eukaryota","Arthropoda","Insecta","Plecoptera","Perlodidae","Isoperla","Isoperla decepta",149,"Isoperla decepta"
"PRM01",20221220,"PRF","Eukaryota","Arthropoda","Insecta","Trichoptera","Rhyacophilidae","Rhyacophila","Rhyacophila fenestra",29,"Rhyacophila fenestra"
"PRM01",20221220,"PRF","Eukaryota","Arthropoda","Malacostraca","Decapoda","Cambaridae","Cambarus",,17,"Cambarus"
"PRM01",20221220,"PRF","Eukaryota","Arthropoda","Malacostraca","Decapoda","Cambaridae",,,924,"Cambaridae"
"PRM01",20230111,"PRF","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Eukiefferiella","Eukiefferiella sp. BOLD:AAI5126",48,"Eukiefferiella sp. BOLD:AAI5126"
"PRM01",20230111,"PRF","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Parametriocnemus",,8,"Parametriocnemus"
"PRM01",20230111,"PRF","Eukaryota","Arthropoda","Insecta","Ephemeroptera","Ameletidae","Ameletus",,198,"Ameletus"
"PRM01",20230111,"PRF","Eukaryota","Arthropoda","Insecta","Plecoptera","Nemouridae","Amphinemura","Amphinemura delosa",12,"Amphinemura delosa"
"PRM01",20230111,"PRF","Eukaryota","Arthropoda","Insecta","Plecoptera","Perlodidae","Isoperla","Isoperla decepta",1532,"Isoperla decepta"
"PRM01",20230213,"PRF","Eukaryota","Arthropoda","Insecta","Diptera","Tipulidae","Tipula","Tipula abdominalis",26,"Tipula abdominalis"
"PRM01",20230213,"PRF","Eukaryota","Arthropoda","Insecta","Ephemeroptera","Ameletidae","Ameletus",,21,"Ameletus"
"PRM01",20230213,"PRF","Eukaryota","Arthropoda","Insecta","Plecoptera","Leuctridae","Leuctra",,43,"Leuctra"
"PRM01",20230213,"PRF","Eukaryota","Arthropoda","Insecta","Plecoptera","Nemouridae","Amphinemura","Amphinemura delosa",70,"Amphinemura delosa"
"PRM01",20230213,"PRF","Eukaryota","Arthropoda","Insecta","Plecoptera","Perlodidae","Isoperla","Isoperla decepta",755,"Isoperla decepta"
"PRM01",20230213,"PRF","Eukaryota","Arthropoda","Malacostraca","Decapoda","Cambaridae",,,97,"Cambaridae"
"TLM01",20211027,"TAL","Eukaryota","Arthropoda","Insecta","Coleoptera","Elmidae",,,18,"Elmidae"
"TLM01",20211027,"TAL","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Polypedilum","Polypedilum sp. BOLD:AAB5362",14,"Polypedilum sp. BOLD:AAB5362"
"TLM01",20211027,"TAL","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Rheotanytarsus","Rheotanytarsus sp. BOLD-2016",12,"Rheotanytarsus sp. BOLD-2016"
"TLM01",20211027,"TAL","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Tanytarsus",,20,"Tanytarsus"
"TLM01",20211027,"TAL","Eukaryota","Arthropoda","Insecta","Ephemeroptera","Ephemerellidae","Eurylophella","Eurylophella verisimilis",32,"Eurylophella verisimilis"
"TLM01",20211027,"TAL","Eukaryota","Arthropoda","Insecta","Ephemeroptera","Heptageniidae","Leucrocuta",,210,"Leucrocuta"
"TLM01",20211027,"TAL","Eukaryota","Arthropoda","Insecta","Ephemeroptera","Heptageniidae","Stenacron",,35,"Stenacron"
"TLM01",20211027,"TAL","Eukaryota","Arthropoda","Insecta","Megaloptera","Corydalidae","Nigronia","Nigronia fasciatus",8,"Nigronia fasciatus"
"TLM01",20211027,"TAL","Eukaryota","Arthropoda","Insecta","Odonata","Calopterygidae","Calopteryx","Calopteryx maculata",71,"Calopteryx maculata"
"TLM01",20211027,"TAL","Eukaryota","Arthropoda","Insecta","Odonata","Gomphidae","Ophiogomphus",,14,"Ophiogomphus"
"TLM01",20211027,"TAL","Eukaryota","Arthropoda","Insecta","Trichoptera","Hydropsychidae","Cheumatopsyche",,32,"Cheumatopsyche"
"TLM01",20211027,"TAL","Eukaryota","Arthropoda","Insecta","Trichoptera","Hydropsychidae","Diplectrona","Diplectrona modesta",31,"Diplectrona modesta"
"TLM01",20211027,"TAL","Eukaryota","Arthropoda","Insecta","Trichoptera","Lepidostomatidae","Lepidostoma","Lepidostoma latipenne",50,"Lepidostoma latipenne"
"TLM01",20211027,"TAL","Eukaryota","Arthropoda","Insecta","Trichoptera","Limnephilidae","Pycnopsyche","Pycnopsyche antica",71,"Pycnopsyche antica"
"TLM01",20211117,"TAL","Eukaryota","Arthropoda","Insecta","Coleoptera","Elmidae","Dubiraphia",,407,"Dubiraphia"
"TLM01",20211117,"TAL","Eukaryota","Arthropoda","Insecta","Coleoptera","Elmidae","Optioservus",,511,"Optioservus"
"TLM01",20211117,"TAL","Eukaryota","Arthropoda","Insecta","Coleoptera","Elmidae","Oulimnius",,30,"Oulimnius"
"TLM01",20211117,"TAL","Eukaryota","Arthropoda","Insecta","Coleoptera","Elmidae",,,49,"Elmidae"
"TLM01",20211117,"TAL","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Polypedilum",,9,"Polypedilum"
"TLM01",20211117,"TAL","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Rheotanytarsus","Rheotanytarsus sp. BOLD-2016",8,"Rheotanytarsus sp. BOLD-2016"
"TLM01",20211117,"TAL","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Tanytarsus","Tanytarsus guerlus",11,"Tanytarsus guerlus"
"TLM01",20211117,"TAL","Eukaryota","Arthropoda","Insecta","Diptera","Dixidae",,,46,"Dixidae"
"TLM01",20211117,"TAL","Eukaryota","Arthropoda","Insecta","Ephemeroptera","Baetidae","Acerpenna",,33,"Acerpenna"
"TLM01",20211117,"TAL","Eukaryota","Arthropoda","Insecta","Ephemeroptera","Baetidae","Baetis",,34,"Baetis"
"TLM01",20211117,"TAL","Eukaryota","Arthropoda","Insecta","Ephemeroptera","Baetidae",,,10,"Baetidae"
"TLM01",20211117,"TAL","Eukaryota","Arthropoda","Insecta","Ephemeroptera","Ephemerellidae","Eurylophella","Eurylophella bicolor",8,"Eurylophella bicolor"
"TLM01",20211117,"TAL","Eukaryota","Arthropoda","Insecta","Ephemeroptera","Ephemerellidae","Eurylophella","Eurylophella verisimilis",33,"Eurylophella verisimilis"
"TLM01",20211117,"TAL","Eukaryota","Arthropoda","Insecta","Ephemeroptera","Ephemeridae","Hexagenia",,56,"Hexagenia"
"TLM01",20211117,"TAL","Eukaryota","Arthropoda","Insecta","Ephemeroptera","Heptageniidae","Leucrocuta",,2236,"Leucrocuta"
"TLM01",20211117,"TAL","Eukaryota","Arthropoda","Insecta","Ephemeroptera","Heptageniidae","Maccaffertium","Maccaffertium ithaca",210,"Maccaffertium ithaca"
"TLM01",20211117,"TAL","Eukaryota","Arthropoda","Insecta","Ephemeroptera","Heptageniidae","Maccaffertium","Maccaffertium modestum",10,"Maccaffertium modestum"
"TLM01",20211117,"TAL","Eukaryota","Arthropoda","Insecta","Ephemeroptera","Heptageniidae","Stenacron","Stenacron interpunctatum",18,"Stenacron interpunctatum"
"TLM01",20211117,"TAL","Eukaryota","Arthropoda","Insecta","Megaloptera","Corydalidae","Nigronia","Nigronia serricornis",125,"Nigronia serricornis"
"TLM01",20211117,"TAL","Eukaryota","Arthropoda","Insecta","Trichoptera","Hydropsychidae","Cheumatopsyche",,14,"Cheumatopsyche"
"TLM01",20211117,"TAL","Eukaryota","Arthropoda","Insecta","Trichoptera","Limnephilidae","Pycnopsyche","Pycnopsyche antica",13,"Pycnopsyche antica"
"TLM01",20211208,"TAL","Eukaryota","Annelida","Clitellata","Lumbriculida","Sparganophilidae","Sparganophilus","Sparganophilus sp. HI-2019",8,"Sparganophilus sp. HI-2019"
"TLM01",20211208,"TAL","Eukaryota","Arthropoda","Insecta","Coleoptera","Elmidae","Dubiraphia",,8,"Dubiraphia"
"TLM01",20211208,"TAL","Eukaryota","Arthropoda","Insecta","Coleoptera","Elmidae","Optioservus",,48,"Optioservus"
"TLM01",20211208,"TAL","Eukaryota","Arthropoda","Insecta","Coleoptera","Elmidae","Stenelmis",,114,"Stenelmis"
"TLM01",20211208,"TAL","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Polypedilum","Polypedilum sp. BOLD:AAB5362",9,"Polypedilum sp. BOLD:AAB5362"
"TLM01",20211208,"TAL","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Rheotanytarsus","Rheotanytarsus sp. BOLD-2016",10,"Rheotanytarsus sp. BOLD-2016"
"TLM01",20211208,"TAL","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Tanytarsus",,13,"Tanytarsus"
"TLM01",20211208,"TAL","Eukaryota","Arthropoda","Insecta","Diptera","Simuliidae","Simulium",,24,"Simulium"
"TLM01",20211208,"TAL","Eukaryota","Arthropoda","Insecta","Ephemeroptera","Baetidae",,,8,"Baetidae"
"TLM01",20211208,"TAL","Eukaryota","Arthropoda","Insecta","Ephemeroptera","Ephemerellidae","Eurylophella","Eurylophella verisimilis",137,"Eurylophella verisimilis"
"TLM01",20211208,"TAL","Eukaryota","Arthropoda","Insecta","Ephemeroptera","Heptageniidae","Leucrocuta",,912,"Leucrocuta"
"TLM01",20211208,"TAL","Eukaryota","Arthropoda","Insecta","Ephemeroptera","Heptageniidae","Maccaffertium","Maccaffertium ithaca",94,"Maccaffertium ithaca"
"TLM01",20211208,"TAL","Eukaryota","Arthropoda","Insecta","Ephemeroptera","Heptageniidae","Stenacron","Stenacron interpunctatum",132,"Stenacron interpunctatum"
"TLM01",20211208,"TAL","Eukaryota","Arthropoda","Insecta","Ephemeroptera","Heptageniidae","Stenacron","Stenacron pallidum",26,"Stenacron pallidum"
"TLM01",20211208,"TAL","Eukaryota","Arthropoda","Insecta","Ephemeroptera","Leptophlebiidae","Habrophlebiodes","Habrophlebiodes americana",50,"Habrophlebiodes americana"
"TLM01",20211208,"TAL","Eukaryota","Arthropoda","Insecta","Megaloptera","Corydalidae","Nigronia","Nigronia serricornis",94,"Nigronia serricornis"
"TLM01",20211208,"TAL","Eukaryota","Arthropoda","Insecta","Odonata","Calopterygidae","Calopteryx","Calopteryx maculata",93,"Calopteryx maculata"
"TLM01",20211208,"TAL","Eukaryota","Arthropoda","Insecta","Odonata","Cordulegastridae","Cordulegaster",,31,"Cordulegaster"
"TLM01",20211208,"TAL","Eukaryota","Arthropoda","Insecta","Plecoptera","Capniidae","Allocapnia",,76,"Allocapnia"
"TLM01",20211208,"TAL","Eukaryota","Arthropoda","Insecta","Trichoptera","Hydropsychidae","Cheumatopsyche",,111,"Cheumatopsyche"
"TLM01",20211208,"TAL","Eukaryota","Arthropoda","Insecta","Trichoptera","Limnephilidae","Pycnopsyche","Pycnopsyche antica",57,"Pycnopsyche antica"
"TLM01",20220105,"TAL","Eukaryota","Arthropoda","Hexanauplia","Cyclopoida","Cyclopidae","Macrocyclops","Macrocyclops albidus",9,"Macrocyclops albidus"
"TLM01",20220105,"TAL","Eukaryota","Arthropoda","Insecta","Coleoptera","Elmidae","Macronychus","Macronychus sp. BOLD:AAE7495",46,"Macronychus sp. BOLD:AAE7495"
"TLM01",20220105,"TAL","Eukaryota","Arthropoda","Insecta","Coleoptera","Elmidae","Optioservus",,79,"Optioservus"
"TLM01",20220105,"TAL","Eukaryota","Arthropoda","Insecta","Coleoptera","Elmidae","Oulimnius",,145,"Oulimnius"
"TLM01",20220105,"TAL","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Rheotanytarsus",,63,"Rheotanytarsus"
"TLM01",20220105,"TAL","Eukaryota","Arthropoda","Insecta","Diptera","Simuliidae",,,78,"Simuliidae"
"TLM01",20220105,"TAL","Eukaryota","Arthropoda","Insecta","Ephemeroptera","Baetidae","Acerpenna",,65,"Acerpenna"
"TLM01",20220105,"TAL","Eukaryota","Arthropoda","Insecta","Ephemeroptera","Ephemerellidae","Eurylophella","Eurylophella verisimilis",21,"Eurylophella verisimilis"
"TLM01",20220105,"TAL","Eukaryota","Arthropoda","Insecta","Ephemeroptera","Heptageniidae","Leucrocuta",,109,"Leucrocuta"
"TLM01",20220105,"TAL","Eukaryota","Arthropoda","Insecta","Ephemeroptera","Heptageniidae","Maccaffertium","Maccaffertium carlsoni",8,"Maccaffertium carlsoni"
"TLM01",20220105,"TAL","Eukaryota","Arthropoda","Insecta","Ephemeroptera","Heptageniidae","Maccaffertium","Maccaffertium ithaca",98,"Maccaffertium ithaca"
"TLM01",20220105,"TAL","Eukaryota","Arthropoda","Insecta","Plecoptera","Capniidae",,,131,"Capniidae"
"TLM01",20220105,"TAL","Eukaryota","Arthropoda","Insecta","Plecoptera",,,,41,"Plecoptera"
"TLM01",20220105,"TAL","Eukaryota","Arthropoda","Insecta","Trichoptera","Hydropsychidae","Cheumatopsyche",,80,"Cheumatopsyche"
"TLM01",20220105,"TAL","Eukaryota","Arthropoda","Insecta","Trichoptera","Lepidostomatidae","Lepidostoma","Lepidostoma latipenne",18,"Lepidostoma latipenne"
