"site","date","watershed","kingdom","phylum","class","order","family","genus","species","tot_read","Lowest_ID"
"01M02",20210606,"KNZ","Eukaryota","Arthropoda","Insecta","Coleoptera","Chrysomelidae","Kuschelina","Kuschelina gibbitarsa",0,"Kuschelina gibbitarsa"
"01M02",20210606,"KNZ","Eukaryota","Arthropoda","Insecta","Coleoptera","Chrysomelidae","Paria","Paria fragariae",0,"Paria fragariae"
"01M02",20210606,"KNZ","Eukaryota","Arthropoda","Insecta","Coleoptera","Curculionidae",,,0,"Curculionidae"
"01M02",20210606,"KNZ","Eukaryota","Arthropoda","Insecta","Coleoptera","Dytiscidae","Neoporus","Neoporus dimidiatus",0,"Neoporus dimidiatus"
"01M02",20210606,"KNZ","Eukaryota","Arthropoda","Insecta","Coleoptera","Dytiscidae","Platambus","Platambus semivittatus",0,"Platambus semivittatus"
"01M02",20210606,"KNZ","Eukaryota","Arthropoda","Insecta","Coleoptera","Dytiscidae","Sanfilippodytes",,0,"Sanfilippodytes"
"01M02",20210606,"KNZ","Eukaryota","Arthropoda","Insecta","Coleoptera","Elmidae","Dubiraphia",,0,"Dubiraphia"
"01M02",20210606,"KNZ","Eukaryota","Arthropoda","Insecta","Coleoptera","Elmidae","Stenelmis",,0,"Stenelmis"
"01M02",20210606,"KNZ","Eukaryota","Arthropoda","Insecta","Coleoptera","Hydrophilidae","Berosus","Berosus peregrinus",0,"Berosus peregrinus"
"01M02",20210606,"KNZ","Eukaryota","Arthropoda","Insecta","Coleoptera","Ptilodactylidae","Ptilodactyla","Ptilodactyla sp. BOLD:ACF0285",0,"Ptilodactyla sp. BOLD:ACF0285"
"01M02",20210606,"KNZ","Eukaryota","Arthropoda","Insecta","Coleoptera","Staphylinidae","Platydracus","Platydracus cinnamopterus",0,"Platydracus cinnamopterus"
"01M02",20210606,"KNZ","Eukaryota","Arthropoda","Insecta","Diptera","Ceratopogonidae","Culicoides",,0,"Culicoides"
"01M02",20210606,"KNZ","Eukaryota","Arthropoda","Insecta","Diptera","Ceratopogonidae",,,0,"Ceratopogonidae"
"01M02",20210606,"KNZ","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Chironomus","Chironomus cf. decorus BOLD:AAB7030",0,"Chironomus cf. decorus BOLD:AAB7030"
"01M02",20210606,"KNZ","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Chironomus","Chironomus harpi",0,"Chironomus harpi"
"01M02",20210606,"KNZ","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Chironomus","Chironomus sp. BOLD:AAB7030",0,"Chironomus sp. BOLD:AAB7030"
"01M02",20210606,"KNZ","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Chironomus","Chironomus sp. TTMDJ097-10",0,"Chironomus sp. TTMDJ097-10"
"01M02",20210606,"KNZ","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Conchapelopia","Conchapelopia telema",0,"Conchapelopia telema"
"01M02",20210606,"KNZ","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Corynoneura","Corynoneura sp. BOLD:AAG0994",0,"Corynoneura sp. BOLD:AAG0994"
"01M02",20210606,"KNZ","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Cricotopus","Cricotopus infuscatus",0,"Cricotopus infuscatus"
"01M02",20210606,"KNZ","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Cricotopus","Cricotopus sp. 18ES",0,"Cricotopus sp. 18ES"
"01M02",20210606,"KNZ","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Cricotopus","Cricotopus sp. BIOUG23890-G12",0,"Cricotopus sp. BIOUG23890-G12"
"01M02",20210606,"KNZ","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Cricotopus","Cricotopus triannulatus",0,"Cricotopus triannulatus"
"01M02",20210606,"KNZ","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Cricotopus","Cricotopus vierriensis",15,"Cricotopus vierriensis"
"01M02",20210606,"KNZ","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Dicrotendipes",,3090,"Dicrotendipes"
"01M02",20210606,"KNZ","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Eukiefferiella",,0,"Eukiefferiella"
"01M02",20210606,"KNZ","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Limnophyes",,0,"Limnophyes"
"01M02",20210606,"KNZ","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Micropsectra","Micropsectra nigripila",0,"Micropsectra nigripila"
"01M02",20210606,"KNZ","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Micropsectra","Micropsectra sp. BOLD:ABV1194",0,"Micropsectra sp. BOLD:ABV1194"
"01M02",20210606,"KNZ","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Nanocladius","Nanocladius anderseni",0,"Nanocladius anderseni"
"01M02",20210606,"KNZ","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Orthocladius","Orthocladius sp. BOLD-2016",24,"Orthocladius sp. BOLD-2016"
"01M02",20210606,"KNZ","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Parametriocnemus","Parametriocnemus sp. BOLD-2016",0,"Parametriocnemus sp. BOLD-2016"
"01M02",20210606,"KNZ","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Paratanytarsus","Paratanytarsus sp. 5TE",0,"Paratanytarsus sp. 5TE"
"01M02",20210606,"KNZ","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Paratendipes",,108,"Paratendipes"
"01M02",20210606,"KNZ","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Polypedilum","Polypedilum convictum",0,"Polypedilum convictum"
"01M02",20210606,"KNZ","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Polypedilum","Polypedilum sp. BOLD-2016",0,"Polypedilum sp. BOLD-2016"
"01M02",20210606,"KNZ","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Procladius",,0,"Procladius"
"01M02",20210606,"KNZ","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Tanytarsus","Tanytarsus guerlus",0,"Tanytarsus guerlus"
"01M02",20210606,"KNZ","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Tanytarsus","Tanytarsus sp. 1SMY050813-THBH073",12,"Tanytarsus sp. 1SMY050813-THBH073"
"01M02",20210606,"KNZ","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Tanytarsus","Tanytarsus sp. BOLD:AAG5467",0,"Tanytarsus sp. BOLD:AAG5467"
"01M02",20210606,"KNZ","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Thienemanniella","Thienemanniella sp. BOLD:AAD5253",0,"Thienemanniella sp. BOLD:AAD5253"
"01M02",20210606,"KNZ","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Thienemanniella","Thienemanniella xena",36,"Thienemanniella xena"
"01M02",20210606,"KNZ","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Tvetenia","Tvetenia paucunca",0,"Tvetenia paucunca"
"01M02",20210606,"KNZ","Eukaryota","Arthropoda","Insecta","Diptera","Ephydridae","Ilythea","Ilythea spilota",0,"Ilythea spilota"
"01M02",20210606,"KNZ","Eukaryota","Arthropoda","Insecta","Diptera","Psychodidae","Psychoda","Psychoda sp. BOLD-2016",0,"Psychoda sp. BOLD-2016"
"01M02",20210606,"KNZ","Eukaryota","Arthropoda","Insecta","Diptera","Simuliidae","Simulium","Simulium sp. BOLD-2016",0,"Simulium sp. BOLD-2016"
"01M02",20210606,"KNZ","Eukaryota","Arthropoda","Insecta","Diptera","Simuliidae","Simulium","Simulium sp. BOLD:AAA4121",0,"Simulium sp. BOLD:AAA4121"
"01M02",20210606,"KNZ","Eukaryota","Arthropoda","Insecta","Diptera","Simuliidae","Simulium","Simulium sp. BOLD:AAA9710",0,"Simulium sp. BOLD:AAA9710"
"01M02",20210606,"KNZ","Eukaryota","Arthropoda","Insecta","Diptera","Simuliidae","Simulium","Simulium sp. BOLD:ACI0635",0,"Simulium sp. BOLD:ACI0635"
"01M02",20210606,"KNZ","Eukaryota","Arthropoda","Insecta","Diptera","Simuliidae","Simulium","Simulium sp. TTMDI840-10",0,"Simulium sp. TTMDI840-10"
"01M02",20210606,"KNZ","Eukaryota","Arthropoda","Insecta","Diptera","Simuliidae","Simulium","Simulium vittatum",0,"Simulium vittatum"
"01M02",20210606,"KNZ","Eukaryota","Arthropoda","Insecta","Diptera","Stratiomyidae","Stratiomys","Stratiomys sp. SLB-2003",0,"Stratiomys sp. SLB-2003"
"01M02",20210606,"KNZ","Eukaryota","Arthropoda","Insecta","Diptera","Tabanidae","Chrysops","Chrysops sp. BOLD:AAI4069",0,"Chrysops sp. BOLD:AAI4069"
"01M02",20210606,"KNZ","Eukaryota","Arthropoda","Insecta","Diptera","Tabanidae","Tabanus","Tabanus atratus",0,"Tabanus atratus"
"01M02",20210606,"KNZ","Eukaryota","Arthropoda","Insecta","Diptera","Tipulidae","Tipula","Tipula abdominalis",0,"Tipula abdominalis"
"01M02",20210606,"KNZ","Eukaryota","Arthropoda","Insecta","Ephemeroptera","Baetidae","Callibaetis",,0,"Callibaetis"
"01M02",20210606,"KNZ","Eukaryota","Arthropoda","Insecta","Ephemeroptera","Baetidae","Fallceon",,0,"Fallceon"
"01M02",20210606,"KNZ","Eukaryota","Arthropoda","Insecta","Ephemeroptera","Heptageniidae","Stenonema","Stenonema femoratum",385,"Stenonema femoratum"
"01M02",20210606,"KNZ","Eukaryota","Arthropoda","Insecta","Ephemeroptera","Siphlonuridae","Siphlonurus","Siphlonurus marshalli",11870,"Siphlonurus marshalli"
"01M02",20210606,"KNZ","Eukaryota","Arthropoda","Insecta","Hemiptera","Corixidae","Trichocorixa","Trichocorixa kanza",0,"Trichocorixa kanza"
"01M02",20210606,"KNZ","Eukaryota","Arthropoda","Insecta","Hemiptera","Gerridae","Aquarius",,0,"Aquarius"
"01M02",20210606,"KNZ","Eukaryota","Arthropoda","Insecta","Hymenoptera","Platygastridae",,,0,"Platygastridae"
"01M02",20210606,"KNZ","Eukaryota","Arthropoda","Insecta","Lepidoptera","Noctuidae","Achatia","Achatia distincta",0,"Achatia distincta"
"01M02",20210606,"KNZ","Eukaryota","Arthropoda","Insecta","Lepidoptera","Noctuidae","Feltia",,0,"Feltia"
"01M02",20210606,"KNZ","Eukaryota","Arthropoda","Insecta","Lepidoptera","Tortricidae","Eucosma","Eucosma agricolana",0,"Eucosma agricolana"
"01M02",20210606,"KNZ","Eukaryota","Arthropoda","Insecta","Lepidoptera","Tortricidae","Gretchena","Gretchena watchungana",0,"Gretchena watchungana"
"01M02",20210606,"KNZ","Eukaryota","Arthropoda","Insecta","Odonata","Calopterygidae","Calopteryx",,0,"Calopteryx"
"01M02",20210606,"KNZ","Eukaryota","Arthropoda","Insecta","Odonata","Coenagrionidae","Argia","Argia sp. BOLD:AAH6883",0,"Argia sp. BOLD:AAH6883"
"01M02",20210606,"KNZ","Eukaryota","Arthropoda","Insecta","Orthoptera","Acrididae","Melanoplus",,0,"Melanoplus"
"01M02",20210606,"KNZ","Eukaryota","Arthropoda","Insecta","Orthoptera","Gryllidae","Allonemobius",,0,"Allonemobius"
"01M02",20210606,"KNZ","Eukaryota","Arthropoda","Insecta","Orthoptera","Gryllidae","Anaxipha",,0,"Anaxipha"
"01M02",20210606,"KNZ","Eukaryota","Arthropoda","Insecta","Orthoptera","Gryllidae","Oecanthus","Oecanthus niveus",0,"Oecanthus niveus"
"01M02",20210606,"KNZ","Eukaryota","Arthropoda","Insecta","Orthoptera","Tetrigidae","Tetrix",,0,"Tetrix"
"01M02",20210606,"KNZ","Eukaryota","Arthropoda","Insecta","Plecoptera","Perlidae","Perlesta","Perlesta cinctipes",22,"Perlesta cinctipes"
"01M02",20210606,"KNZ","Eukaryota","Arthropoda","Insecta","Trichoptera","Hydropsychidae","Cheumatopsyche",,0,"Cheumatopsyche"
"01M02",20210606,"KNZ","Eukaryota","Arthropoda","Malacostraca","Decapoda","Cambaridae","Faxonius","Faxonius virilis species complex clade 3",0,"Faxonius virilis species complex clade 3"
"01M02",20210606,"KNZ","Eukaryota","Arthropoda","Malacostraca","Decapoda","Cambaridae","Orconectes","Orconectes neglectus",0,"Orconectes neglectus"
"01M02",20210606,"KNZ","Eukaryota","Arthropoda","Ostracoda","Podocopida",,,,0,"Podocopida"
